province,speculation,type_culture,year,rendement
Sanguie,voandzou,pure,2017,686
Sanguie,voandzou,pure,2018,1019
Sanguie,voandzou,pure,2019,741
Sanguie,voandzou,pure,2020,643
Sanguie,voandzou,pure,2021,390
Sissili,voandzou,pure,2012,620
Sissili,voandzou,pure,2013,419
Sissili,voandzou,pure,2014,841
Sissili,voandzou,pure,2015,1055
Sissili,voandzou,pure,2016,1107
Sissili,voandzou,pure,2017,770
Sissili,voandzou,pure,2018,870
Sissili,voandzou,pure,2019,1035
Sissili,voandzou,pure,2020,816
Sissili,voandzou,pure,2021,548
Ziro,voandzou,pure,2012,880
Ziro,voandzou,pure,2013,1010
Ziro,voandzou,pure,2014,1268
Ziro,voandzou,pure,2015,701
Ziro,voandzou,pure,2016,841
Ziro,voandzou,pure,2017,527
Ziro,voandzou,pure,2018,856
Ziro,voandzou,pure,2019,726
Ziro,voandzou,pure,2020,853
Ziro,voandzou,pure,2021,789
Bazega,voandzou,pure,2012,744
Bazega,voandzou,pure,2013,897
Bazega,voandzou,pure,2014,1006
Bazega,voandzou,pure,2015,939
Bazega,voandzou,pure,2016,971
Bazega,voandzou,pure,2017,582
Bazega,voandzou,pure,2018,975
Bazega,voandzou,pure,2019,1024
Bazega,voandzou,pure,2020,957
Bazega,voandzou,pure,2021,706
Nahouri,voandzou,pure,2012,480
Nahouri,voandzou,pure,2013,
Nahouri,voandzou,pure,2014,1512
Nahouri,voandzou,pure,2015,1307
Nahouri,voandzou,pure,2016,1112
Nahouri,voandzou,pure,2017,1089
Nahouri,voandzou,pure,2018,1059
Nahouri,voandzou,pure,2019,1031
Nahouri,voandzou,pure,2020,940
Nahouri,voandzou,pure,2021,575
Zoundweogo,voandzou,pure,2012,430
Zoundweogo,voandzou,pure,2013,400
Zoundweogo,voandzou,pure,2014,1041
Zoundweogo,voandzou,pure,2015,1137
Zoundweogo,voandzou,pure,2016,1054
Zoundweogo,voandzou,pure,2017,827
Zoundweogo,voandzou,pure,2018,762
Zoundweogo,voandzou,pure,2019,966
Zoundweogo,voandzou,pure,2020,753
Zoundweogo,voandzou,pure,2021,408
Gnagna,voandzou,pure,2012,849
Gnagna,voandzou,pure,2013,673
Gnagna,voandzou,pure,2014,623
Gnagna,voandzou,pure,2015,1204
Gnagna,voandzou,pure,2016,874
Gnagna,voandzou,pure,2017,142
Gnagna,voandzou,pure,2018,550
Gnagna,voandzou,pure,2019,292
Gnagna,voandzou,pure,2020,783
Gnagna,voandzou,pure,2021,1440
Gourma,voandzou,pure,2012,1240
Gourma,voandzou,pure,2013,1107
Gourma,voandzou,pure,2014,1029
Gourma,voandzou,pure,2015,272
Gourma,voandzou,pure,2016,1040
Gourma,voandzou,pure,2017,392
Gourma,voandzou,pure,2018,1599
Gourma,voandzou,pure,2019,824
Gourma,voandzou,pure,2020,895
Gourma,voandzou,pure,2021,422
Komandjoari,voandzou,pure,2012,1114
Komandjoari,voandzou,pure,2013,446
Komandjoari,voandzou,pure,2014,1922
Komandjoari,voandzou,pure,2015,739
Komandjoari,voandzou,pure,2016,628
Komandjoari,voandzou,pure,2017,437
Komandjoari,voandzou,pure,2018,699
Komandjoari,voandzou,pure,2019,720
Komandjoari,voandzou,pure,2020,640
Komandjoari,voandzou,pure,2021,156
Kompienga,voandzou,pure,2012,719
Kompienga,voandzou,pure,2013,710
Kompienga,voandzou,pure,2014,763
Kompienga,voandzou,pure,2015,742
Kompienga,voandzou,pure,2016,477
Kompienga,voandzou,pure,2017,580
Kompienga,voandzou,pure,2018,600
Kompienga,voandzou,pure,2019,526
Kompienga,voandzou,pure,2020,1099
Kompienga,voandzou,pure,2021,931
Tapoa,voandzou,pure,2012,640
Tapoa,voandzou,pure,2013,246
Tapoa,voandzou,pure,2014,668
Tapoa,voandzou,pure,2015,458
Tapoa,voandzou,pure,2016,159
Tapoa,voandzou,pure,2017,1201
Tapoa,voandzou,pure,2018,1148
Tapoa,voandzou,pure,2019,1372
Tapoa,voandzou,pure,2020,720
Tapoa,voandzou,pure,2021,1240
Houet,voandzou,pure,2012,736
Houet,voandzou,pure,2013,1091
Houet,voandzou,pure,2014,773
Houet,voandzou,pure,2015,714
Houet,voandzou,pure,2016,555
Houet,voandzou,pure,2017,737
Houet,voandzou,pure,2018,957
Houet,voandzou,pure,2019,825
Houet,voandzou,pure,2020,957
Houet,voandzou,pure,2021,883
Kenedougou,voandzou,pure,2012,672
Kenedougou,voandzou,pure,2013,757
Kenedougou,voandzou,pure,2014,748
Kenedougou,voandzou,pure,2015,718
Kenedougou,voandzou,pure,2016,867
Kenedougou,voandzou,pure,2017,621
Kenedougou,voandzou,pure,2018,743
Kenedougou,voandzou,pure,2019,594
Kenedougou,voandzou,pure,2020,563
Kenedougou,voandzou,pure,2021,611
Tuy,voandzou,pure,2012,794
Tuy,voandzou,pure,2013,858
Tuy,voandzou,pure,2014,880
Tuy,voandzou,pure,2015,925
Tuy,voandzou,pure,2016,987
Tuy,voandzou,pure,2017,943
Tuy,voandzou,pure,2018,958
Tuy,voandzou,pure,2019,808
Tuy,voandzou,pure,2020,750
Tuy,voandzou,pure,2021,792
Loroum,voandzou,pure,2012,883
Loroum,voandzou,pure,2013,618
Loroum,voandzou,pure,2014,866
Loroum,voandzou,pure,2015,823
Loroum,voandzou,pure,2016,638
Loroum,voandzou,pure,2017,562
Loroum,voandzou,pure,2018,913
Loroum,voandzou,pure,2019,706
Loroum,voandzou,pure,2020,752
Loroum,voandzou,pure,2021,509
Passore,voandzou,pure,2012,880
Passore,voandzou,pure,2013,842
Passore,voandzou,pure,2014,1209
Passore,voandzou,pure,2015,907
Passore,voandzou,pure,2016,728
Passore,voandzou,pure,2017,676
Passore,voandzou,pure,2018,886
Passore,voandzou,pure,2019,924
Passore,voandzou,pure,2020,644
Passore,voandzou,pure,2021,83
Yatenga,voandzou,pure,2012,800
Yatenga,voandzou,pure,2013,865
Yatenga,voandzou,pure,2014,723
Yatenga,voandzou,pure,2015,682
Yatenga,voandzou,pure,2016,593
Yatenga,voandzou,pure,2017,1018
Yatenga,voandzou,pure,2018,780
Yatenga,voandzou,pure,2019,626
Yatenga,voandzou,pure,2020,758
Yatenga,voandzou,pure,2021,317
Zondoma,voandzou,pure,2012,789
Zondoma,voandzou,pure,2013,782
Zondoma,voandzou,pure,2014,1165
Zondoma,voandzou,pure,2015,1220
Zondoma,voandzou,pure,2016,825
Zondoma,voandzou,pure,2017,770
Zondoma,voandzou,pure,2018,1205
Zondoma,voandzou,pure,2019,913
Zondoma,voandzou,pure,2020,1281
Zondoma,voandzou,pure,2021,230
Ganzourgou,voandzou,pure,2012,1008
Ganzourgou,voandzou,pure,2013,970
Ganzourgou,voandzou,pure,2014,864
Ganzourgou,voandzou,pure,2015,845
Ganzourgou,voandzou,pure,2016,1234
Ganzourgou,voandzou,pure,2017,638
Ganzourgou,voandzou,pure,2018,1126
Ganzourgou,voandzou,pure,2019,826
Ganzourgou,voandzou,pure,2020,925
Ganzourgou,voandzou,pure,2021,787
Kourweogo,voandzou,pure,2012,770
Kourweogo,voandzou,pure,2013,762
Kourweogo,voandzou,pure,2014,765
Kourweogo,voandzou,pure,2015,551
Kourweogo,voandzou,pure,2016,569
Kourweogo,voandzou,pure,2017,270
Kourweogo,voandzou,pure,2018,800
Kourweogo,voandzou,pure,2019,819
Kourweogo,voandzou,pure,2020,716
Kourweogo,voandzou,pure,2021,516
Oubritenga,voandzou,pure,2012,797
Oubritenga,voandzou,pure,2013,684
Oubritenga,voandzou,pure,2014,608
Oubritenga,voandzou,pure,2015,785
Oubritenga,voandzou,pure,2016,738
Oubritenga,voandzou,pure,2017,552
Oubritenga,voandzou,pure,2018,1041
Oubritenga,voandzou,pure,2019,773
Oubritenga,voandzou,pure,2020,890
Oubritenga,voandzou,pure,2021,600
Oudalan,voandzou,pure,2012,
Oudalan,voandzou,pure,2013,
Oudalan,voandzou,pure,2014,5
Oudalan,voandzou,pure,2015,
Oudalan,voandzou,pure,2016,85
Oudalan,voandzou,pure,2017,241
Oudalan,voandzou,pure,2018,1001
Oudalan,voandzou,pure,2019,645
Oudalan,voandzou,pure,2020,
Oudalan,voandzou,pure,2021,
Seno,voandzou,pure,2012,
Seno,voandzou,pure,2013,309
Seno,voandzou,pure,2014,451
Seno,voandzou,pure,2015,63
Seno,voandzou,pure,2016,134
Seno,voandzou,pure,2017,701
Seno,voandzou,pure,2018,203
Seno,voandzou,pure,2019,280
