province,speculation,type_culture,year,rendement
Nahouri,sorgho blanc,pure,2018,838
Nahouri,sorgho blanc,pure,2019,1512
Nahouri,sorgho blanc,pure,2020,1757
Nahouri,sorgho blanc,pure,2021,1071
Zoundweogo,sorgho blanc,pure,2012,1118
Zoundweogo,sorgho blanc,pure,2013,1178
Zoundweogo,sorgho blanc,pure,2014,859
Zoundweogo,sorgho blanc,pure,2015,713
Zoundweogo,sorgho blanc,pure,2016,1244
Zoundweogo,sorgho blanc,pure,2017,1028
Zoundweogo,sorgho blanc,pure,2018,1188
Zoundweogo,sorgho blanc,pure,2019,1243
Zoundweogo,sorgho blanc,pure,2020,1285
Zoundweogo,sorgho blanc,pure,2021,1344
Gnagna,sorgho blanc,pure,2012,757
Gnagna,sorgho blanc,pure,2013,1066
Gnagna,sorgho blanc,pure,2014,807
Gnagna,sorgho blanc,pure,2015,765
Gnagna,sorgho blanc,pure,2016,927
Gnagna,sorgho blanc,pure,2017,531
Gnagna,sorgho blanc,pure,2018,801
Gnagna,sorgho blanc,pure,2019,777
Gnagna,sorgho blanc,pure,2020,762
Gnagna,sorgho blanc,pure,2021,626
Gourma,sorgho blanc,pure,2012,948
Gourma,sorgho blanc,pure,2013,834
Gourma,sorgho blanc,pure,2014,1267
Gourma,sorgho blanc,pure,2015,1021
Gourma,sorgho blanc,pure,2016,1086
Gourma,sorgho blanc,pure,2017,997
Gourma,sorgho blanc,pure,2018,1101
Gourma,sorgho blanc,pure,2019,1299
Gourma,sorgho blanc,pure,2020,1086
Gourma,sorgho blanc,pure,2021,1069
Komandjoari,sorgho blanc,pure,2012,986
Komandjoari,sorgho blanc,pure,2013,945
Komandjoari,sorgho blanc,pure,2014,1390
Komandjoari,sorgho blanc,pure,2015,767
Komandjoari,sorgho blanc,pure,2016,743
Komandjoari,sorgho blanc,pure,2017,503
Komandjoari,sorgho blanc,pure,2018,679
Komandjoari,sorgho blanc,pure,2019,736
Komandjoari,sorgho blanc,pure,2020,736
Komandjoari,sorgho blanc,pure,2021,793
Kompienga,sorgho blanc,pure,2012,989
Kompienga,sorgho blanc,pure,2013,908
Kompienga,sorgho blanc,pure,2014,1055
Kompienga,sorgho blanc,pure,2015,1162
Kompienga,sorgho blanc,pure,2016,1243
Kompienga,sorgho blanc,pure,2017,947
Kompienga,sorgho blanc,pure,2018,978
Kompienga,sorgho blanc,pure,2019,982
Kompienga,sorgho blanc,pure,2020,719
Kompienga,sorgho blanc,pure,2021,805
Tapoa,sorgho blanc,pure,2012,996
Tapoa,sorgho blanc,pure,2013,1137
Tapoa,sorgho blanc,pure,2014,1611
Tapoa,sorgho blanc,pure,2015,935
Tapoa,sorgho blanc,pure,2016,1163
Tapoa,sorgho blanc,pure,2017,1089
Tapoa,sorgho blanc,pure,2018,1011
Tapoa,sorgho blanc,pure,2019,1349
Tapoa,sorgho blanc,pure,2020,950
Tapoa,sorgho blanc,pure,2021,1442
Houet,sorgho blanc,pure,2012,1261
Houet,sorgho blanc,pure,2013,1171
Houet,sorgho blanc,pure,2014,1090
Houet,sorgho blanc,pure,2015,1024
Houet,sorgho blanc,pure,2016,818
Houet,sorgho blanc,pure,2017,988
Houet,sorgho blanc,pure,2018,1107
Houet,sorgho blanc,pure,2019,1118
Houet,sorgho blanc,pure,2020,1006
Houet,sorgho blanc,pure,2021,965
Kenedougou,sorgho blanc,pure,2012,799
Kenedougou,sorgho blanc,pure,2013,775
Kenedougou,sorgho blanc,pure,2014,876
Kenedougou,sorgho blanc,pure,2015,943
Kenedougou,sorgho blanc,pure,2016,966
Kenedougou,sorgho blanc,pure,2017,792
Kenedougou,sorgho blanc,pure,2018,956
Kenedougou,sorgho blanc,pure,2019,1075
Kenedougou,sorgho blanc,pure,2020,986
Kenedougou,sorgho blanc,pure,2021,851
Tuy,sorgho blanc,pure,2012,1293
Tuy,sorgho blanc,pure,2013,1217
Tuy,sorgho blanc,pure,2014,1292
Tuy,sorgho blanc,pure,2015,1279
Tuy,sorgho blanc,pure,2016,1008
Tuy,sorgho blanc,pure,2017,1025
Tuy,sorgho blanc,pure,2018,1152
Tuy,sorgho blanc,pure,2019,961
Tuy,sorgho blanc,pure,2020,990
Tuy,sorgho blanc,pure,2021,808
Loroum,sorgho blanc,pure,2012,1179
Loroum,sorgho blanc,pure,2013,1121
Loroum,sorgho blanc,pure,2014,1340
Loroum,sorgho blanc,pure,2015,1235
Loroum,sorgho blanc,pure,2016,915
Loroum,sorgho blanc,pure,2017,1079
Loroum,sorgho blanc,pure,2018,1361
Loroum,sorgho blanc,pure,2019,1030
Loroum,sorgho blanc,pure,2020,1054
Loroum,sorgho blanc,pure,2021,708
Passore,sorgho blanc,pure,2012,1287
Passore,sorgho blanc,pure,2013,971
Passore,sorgho blanc,pure,2014,1173
Passore,sorgho blanc,pure,2015,1114
Passore,sorgho blanc,pure,2016,579
Passore,sorgho blanc,pure,2017,415
Passore,sorgho blanc,pure,2018,976
Passore,sorgho blanc,pure,2019,977
Passore,sorgho blanc,pure,2020,850
Passore,sorgho blanc,pure,2021,96
Yatenga,sorgho blanc,pure,2012,704
Yatenga,sorgho blanc,pure,2013,877
Yatenga,sorgho blanc,pure,2014,1228
Yatenga,sorgho blanc,pure,2015,799
Yatenga,sorgho blanc,pure,2016,901
Yatenga,sorgho blanc,pure,2017,876
Yatenga,sorgho blanc,pure,2018,1204
Yatenga,sorgho blanc,pure,2019,568
Yatenga,sorgho blanc,pure,2020,888
Yatenga,sorgho blanc,pure,2021,245
Zondoma,sorgho blanc,pure,2012,1000
Zondoma,sorgho blanc,pure,2013,1064
Zondoma,sorgho blanc,pure,2014,2019
Zondoma,sorgho blanc,pure,2015,849
Zondoma,sorgho blanc,pure,2016,1221
Zondoma,sorgho blanc,pure,2017,653
Zondoma,sorgho blanc,pure,2018,1311
Zondoma,sorgho blanc,pure,2019,1119
Zondoma,sorgho blanc,pure,2020,939
Zondoma,sorgho blanc,pure,2021,387
Ganzourgou,sorgho blanc,pure,2012,989
Ganzourgou,sorgho blanc,pure,2013,1399
Ganzourgou,sorgho blanc,pure,2014,1180
Ganzourgou,sorgho blanc,pure,2015,1385
Ganzourgou,sorgho blanc,pure,2016,1224
Ganzourgou,sorgho blanc,pure,2017,1109
Ganzourgou,sorgho blanc,pure,2018,1003
Ganzourgou,sorgho blanc,pure,2019,959
Ganzourgou,sorgho blanc,pure,2020,1057
Ganzourgou,sorgho blanc,pure,2021,1143
Kourweogo,sorgho blanc,pure,2012,929
Kourweogo,sorgho blanc,pure,2013,833
Kourweogo,sorgho blanc,pure,2014,762
Kourweogo,sorgho blanc,pure,2015,783
Kourweogo,sorgho blanc,pure,2016,821
Kourweogo,sorgho blanc,pure,2017,504
Kourweogo,sorgho blanc,pure,2018,1092
Kourweogo,sorgho blanc,pure,2019,1141
Kourweogo,sorgho blanc,pure,2020,747
Kourweogo,sorgho blanc,pure,2021,848
Oubritenga,sorgho blanc,pure,2012,972
Oubritenga,sorgho blanc,pure,2013,1182
Oubritenga,sorgho blanc,pure,2014,978
Oubritenga,sorgho blanc,pure,2015,936
Oubritenga,sorgho blanc,pure,2016,1013
Oubritenga,sorgho blanc,pure,2017,718
Oubritenga,sorgho blanc,pure,2018,1002
Oubritenga,sorgho blanc,pure,2019,1004
Oubritenga,sorgho blanc,pure,2020,998
Oubritenga,sorgho blanc,pure,2021,896
Oudalan,sorgho blanc,pure,2012,525
Oudalan,sorgho blanc,pure,2013,467
Oudalan,sorgho blanc,pure,2014,17
Oudalan,sorgho blanc,pure,2015,451
Oudalan,sorgho blanc,pure,2016,348
Oudalan,sorgho blanc,pure,2017,509
Oudalan,sorgho blanc,pure,2018,654
Oudalan,sorgho blanc,pure,2019,309
Oudalan,sorgho blanc,pure,2020,671
Oudalan,sorgho blanc,pure,2021,415
Seno,sorgho blanc,pure,2012,618
Seno,sorgho blanc,pure,2013,643
Seno,sorgho blanc,pure,2014,673
Seno,sorgho blanc,pure,2015,755
Seno,sorgho blanc,pure,2016,592
Seno,sorgho blanc,pure,2017,695
Seno,sorgho blanc,pure,2018,549
Seno,sorgho blanc,pure,2019,534
Seno,sorgho blanc,pure,2020,913
Seno,sorgho blanc,pure,2021,666
Soum,sorgho blanc,pure,2012,1067
Soum,sorgho blanc,pure,2013,765
Soum,sorgho blanc,pure,2014,709
Soum,sorgho blanc,pure,2015,613
Soum,sorgho blanc,pure,2016,518
Soum,sorgho blanc,pure,2017,555
Soum,sorgho blanc,pure,2018,691
Soum,sorgho blanc,pure,2019,687
Soum,sorgho blanc,pure,2020,917
Soum,sorgho blanc,pure,2021,779
Yagha,sorgho blanc,pure,2012,798
Yagha,sorgho blanc,pure,2013,806
Yagha,sorgho blanc,pure,2014,608
Yagha,sorgho blanc,pure,2015,765
Yagha,sorgho blanc,pure,2016,972
Yagha,sorgho blanc,pure,2017,793
Yagha,sorgho blanc,pure,2018,808
Yagha,sorgho blanc,pure,2019,600
Yagha,sorgho blanc,pure,2020,1160
Yagha,sorgho blanc,pure,2021,697
Bougouriba,sorgho blanc,pure,2012,1444
Bougouriba,sorgho blanc,pure,2013,921
Bougouriba,sorgho blanc,pure,2014,1245
Bougouriba,sorgho blanc,pure,2015,1063
Bougouriba,sorgho blanc,pure,2016,1191
Bougouriba,sorgho blanc,pure,2017,1241
Bougouriba,sorgho blanc,pure,2018,1188
Bougouriba,sorgho blanc,pure,2019,902
Bougouriba,sorgho blanc,pure,2020,954
Bougouriba,sorgho blanc,pure,2021,1050
Ioba,sorgho blanc,pure,2012,861
Ioba,sorgho blanc,pure,2013,1021
Ioba,sorgho blanc,pure,2014,1161
Ioba,sorgho blanc,pure,2015,1008
Ioba,sorgho blanc,pure,2016,1097
Ioba,sorgho blanc,pure,2017,1093
Ioba,sorgho blanc,pure,2018,969
Ioba,sorgho blanc,pure,2019,1207
Ioba,sorgho blanc,pure,2020,870
Ioba,sorgho blanc,pure,2021,929
Noumbiel,sorgho blanc,pure,2012,761
Noumbiel,sorgho blanc,pure,2013,479
Noumbiel,sorgho blanc,pure,2014,738
Noumbiel,sorgho blanc,pure,2015,460
Noumbiel,sorgho blanc,pure,2016,843
Noumbiel,sorgho blanc,pure,2017,799
Noumbiel,sorgho blanc,pure,2018,787
Noumbiel,sorgho blanc,pure,2019,769
Noumbiel,sorgho blanc,pure,2020,1114
Noumbiel,sorgho blanc,pure,2021,1120
Poni,sorgho blanc,pure,2012,1258
Poni,sorgho blanc,pure,2013,1084
Poni,sorgho blanc,pure,2014,1241
Poni,sorgho blanc,pure,2015,1133
Poni,sorgho blanc,pure,2016,1649
Poni,sorgho blanc,pure,2017,854
Poni,sorgho blanc,pure,2018,1276
Poni,sorgho blanc,pure,2019,949
Poni,sorgho blanc,pure,2020,1269
Poni,sorgho blanc,pure,2021,1355
