province,speculation,type_culture,year,rendement
Sissili,niebe,pure,2018,720
Sissili,niebe,pure,2019,749
Sissili,niebe,pure,2020,632
Sissili,niebe,pure,2021,618
Ziro,niebe,pure,2012,588
Ziro,niebe,pure,2013,404
Ziro,niebe,pure,2014,735
Ziro,niebe,pure,2015,750
Ziro,niebe,pure,2016,672
Ziro,niebe,pure,2017,611
Ziro,niebe,pure,2018,681
Ziro,niebe,pure,2019,596
Ziro,niebe,pure,2020,543
Ziro,niebe,pure,2021,841
Bazega,niebe,pure,2012,610
Bazega,niebe,pure,2013,733
Bazega,niebe,pure,2014,841
Bazega,niebe,pure,2015,930
Bazega,niebe,pure,2016,972
Bazega,niebe,pure,2017,559
Bazega,niebe,pure,2018,740
Bazega,niebe,pure,2019,845
Bazega,niebe,pure,2020,784
Bazega,niebe,pure,2021,670
Nahouri,niebe,pure,2012,832
Nahouri,niebe,pure,2013,658
Nahouri,niebe,pure,2014,753
Nahouri,niebe,pure,2015,921
Nahouri,niebe,pure,2016,795
Nahouri,niebe,pure,2017,795
Nahouri,niebe,pure,2018,777
Nahouri,niebe,pure,2019,506
Nahouri,niebe,pure,2020,986
Nahouri,niebe,pure,2021,741
Zoundweogo,niebe,pure,2012,878
Zoundweogo,niebe,pure,2013,1573
Zoundweogo,niebe,pure,2014,871
Zoundweogo,niebe,pure,2015,807
Zoundweogo,niebe,pure,2016,1027
Zoundweogo,niebe,pure,2017,655
Zoundweogo,niebe,pure,2018,896
Zoundweogo,niebe,pure,2019,895
Zoundweogo,niebe,pure,2020,934
Zoundweogo,niebe,pure,2021,623
Gnagna,niebe,pure,2012,680
Gnagna,niebe,pure,2013,252
Gnagna,niebe,pure,2014,441
Gnagna,niebe,pure,2015,560
Gnagna,niebe,pure,2016,567
Gnagna,niebe,pure,2017,524
Gnagna,niebe,pure,2018,592
Gnagna,niebe,pure,2019,399
Gnagna,niebe,pure,2020,605
Gnagna,niebe,pure,2021,113
Gourma,niebe,pure,2012,815
Gourma,niebe,pure,2013,527
Gourma,niebe,pure,2014,587
Gourma,niebe,pure,2015,909
Gourma,niebe,pure,2016,645
Gourma,niebe,pure,2017,476
Gourma,niebe,pure,2018,613
Gourma,niebe,pure,2019,738
Gourma,niebe,pure,2020,756
Gourma,niebe,pure,2021,605
Komandjoari,niebe,pure,2012,920
Komandjoari,niebe,pure,2013,195
Komandjoari,niebe,pure,2014,417
Komandjoari,niebe,pure,2015,613
Komandjoari,niebe,pure,2016,520
Komandjoari,niebe,pure,2017,508
Komandjoari,niebe,pure,2018,443
Komandjoari,niebe,pure,2019,671
Komandjoari,niebe,pure,2020,792
Komandjoari,niebe,pure,2021,308
Kompienga,niebe,pure,2012,738
Kompienga,niebe,pure,2013,817
Kompienga,niebe,pure,2014,657
Kompienga,niebe,pure,2015,983
Kompienga,niebe,pure,2016,736
Kompienga,niebe,pure,2017,781
Kompienga,niebe,pure,2018,784
Kompienga,niebe,pure,2019,392
Kompienga,niebe,pure,2020,782
Kompienga,niebe,pure,2021,586
Tapoa,niebe,pure,2012,852
Tapoa,niebe,pure,2013,760
Tapoa,niebe,pure,2014,999
Tapoa,niebe,pure,2015,714
Tapoa,niebe,pure,2016,557
Tapoa,niebe,pure,2017,601
Tapoa,niebe,pure,2018,854
Tapoa,niebe,pure,2019,956
Tapoa,niebe,pure,2020,663
Tapoa,niebe,pure,2021,652
Houet,niebe,pure,2012,868
Houet,niebe,pure,2013,792
Houet,niebe,pure,2014,627
Houet,niebe,pure,2015,804
Houet,niebe,pure,2016,502
Houet,niebe,pure,2017,582
Houet,niebe,pure,2018,600
Houet,niebe,pure,2019,678
Houet,niebe,pure,2020,595
Houet,niebe,pure,2021,595
Kenedougou,niebe,pure,2012,571
Kenedougou,niebe,pure,2013,474
Kenedougou,niebe,pure,2014,469
Kenedougou,niebe,pure,2015,559
Kenedougou,niebe,pure,2016,629
Kenedougou,niebe,pure,2017,606
Kenedougou,niebe,pure,2018,632
Kenedougou,niebe,pure,2019,673
Kenedougou,niebe,pure,2020,557
Kenedougou,niebe,pure,2021,575
Tuy,niebe,pure,2012,941
Tuy,niebe,pure,2013,693
Tuy,niebe,pure,2014,787
Tuy,niebe,pure,2015,758
Tuy,niebe,pure,2016,674
Tuy,niebe,pure,2017,704
Tuy,niebe,pure,2018,638
Tuy,niebe,pure,2019,765
Tuy,niebe,pure,2020,682
Tuy,niebe,pure,2021,792
Loroum,niebe,pure,2012,511
Loroum,niebe,pure,2013,1561
Loroum,niebe,pure,2014,910
Loroum,niebe,pure,2015,1240
Loroum,niebe,pure,2016,379
Loroum,niebe,pure,2017,435
